a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,target0,target1,target2
-10923341970788.521,-256215911226637.75,-4470580886076.979,124321778084047.78,-273749644961525.1,-84042278610326.17,-36007835166616.984,80315777183870.8,-14803700052315.008,-453111667641844.56,19773854616047.38,31260904578750.594,-36214492688551.26,0.0,1.0,0.0
-10923341970788.521,-128916094896761.3,-3126385957493.047,-30131910358129.004,-172502609669748.34,-614208572501811.8,-43385319747371.63,218443393983185.06,3446572681332.7046,-362983397680292.06,21530740970073.746,-17852471516240.35,-79293999361893.55,0.0,1.0,0.0
-11872560190499.45,-210387977347882.25,3594588685426.6113,75865718964933.47,-126481229991668.0,-746750145974683.2,-63878332471690.08,190817870623322.22,2744639114653.946,-199113815932014.7,16260081907994.646,2001872011521.9404,-88207000742585.06,0.0,1.0,0.0
-3685553045492.708,-205295984694687.2,-7158970743244.842,36495170930653.1,-181706885605364.4,-808602880262023.4,-46664201783262.586,301319964062773.56,2042705547975.2026,-274220707566641.84,448104721757.34595,-28824608728951.094,-74837498671547.8,0.0,1.0,0.0
-8431644144047.349,125683537762991.62,-9847360600412.676,-45274428832852.21,-108072678120435.86,136860343844459.48,18093718425583.715,-154501171374963.38,28014247515089.246,-397122893877849.8,33828945448258.273,35963249098483.76,-135743008106273.11,0.0,1.0,0.0
-16381346734126.363,-88180153671200.84,-5814775814660.91,-45274428832852.21,-16029918764275.18,640518323041370.6,18913438934556.438,-265003264814414.75,-16909500752351.27,-246909110608595.6,35585831802284.64,18198836468380.66,-119402505575005.34,0.0,1.0,0.0
-6295903149697.745,-207841981021284.72,-11191555528996.607,-14989391883405.793,573043741115153.2,181040868335416.44,19733159443529.19,-57811839615443.41,118563677616649.03,-335671800722245.8,35585831802284.64,956906562692.3447,56480721670640.44,0.0,1.0,0.0
-14126953462312.896,-55082201425432.94,25101707542769.516,60723200490210.26,315324014917903.3,-614208572501811.8,-85191065704981.27,-306441549854209.0,-2168895852097.35,-349327599201268.94,-1308781632269.0208,-18374954240655.16,-36214492688551.26,0.0,1.0,0.0
-8431644144047.349,-235847940613857.56,-25977699743419.855,-105844502731745.05,-135685505927284.08,225221392826373.44,38586731149902.164,-99250124655237.72,12571709048156.568,-294704405285176.5,47884036280469.21,6704216531255.132,-94743201755092.17,0.0,1.0,0.0
-7482425924336.421,-322411815718173.5,-17912530171916.266,-30131910358129.004,-108072678120435.86,1082323567950941.9,141051794771494.4,-168313933054894.8,25206513248374.21,-76211629620806.7,14503195553968.28,8271664704499.514,-25815991077744.5,0.0,1.0,0.0
-8431644144047.349,212247412867307.6,-10519458064704.656,-45274428832852.21,-108072678120435.86,490304539772116.44,78753036089566.34,121754062223665.11,85572799982747.42,-376639196159315.2,81264877006970.14,11406561050988.3,-101279402767599.28,0.0,1.0,0.0
-10923341970788.521,-65266186731823.06,-44796428743594.88,-60416947307575.42,-25234194699891.25,-57533963915752.06,11535954353801.807,-140688409695031.94,-13399832918957.49,-240081211369084.06,54911581696574.68,18198836468380.66,-10960988776591.984,0.0,1.0,0.0
-4753423542667.5,-253669914900040.22,-31354479457755.582,-30131910358129.004,-108072678120435.86,-746750145974683.2,-54861406872989.95,-99250124655237.72,-16909500752351.27,-356155498440780.44,14503195553968.28,8271664704499.514,-54931795588003.43,0.0,1.0,0.0
-7838382756728.011,28935677352285.543,6282978542594.475,45580682015487.05,-16029918764275.18,234057497724565.06,6617631299965.374,-30186316255580.53,-19717235019066.305,-308360203764199.6,-27662076942664.484,40143110893802.14,-91772201294861.67,0.0,1.0,0.0
-14008301184849.033,-156922054489334.16,-32698674386339.51,153126591317.41702,-126481229991668.0,181040868335416.44,-31909232621753.31,11251968784213.697,-11995965785599.973,-409413112508970.6,-3065667986295.3877,-8970265201188.8,-98605502353391.83,0.0,1.0,0.0
-5821294039842.291,-154376058162736.6,-25977699743419.855,30438163540763.836,-135685505927284.08,-84042278610326.17,-8957058370516.643,-57811839615443.41,-7784364385527.421,-289242085893567.25,14503195553968.28,50070282657683.29,-22250790525467.895,0.0,1.0,0.0
-6889164537017.083,54395640618260.74,-6486873278952.86,75865718964933.47,-89664126249203.73,-543519733316280.5,-15514822442298.535,411822057502225.0,-11995965785599.973,-322016002243222.7,-17120758818506.303,35963249098483.76,-128315506955696.86,0.0,1.0,0.0
-8906253253902.803,-154376058162736.6,-16568335243332.334,-14989391883405.793,-181706885605364.4,-570028048010854.9,59867228183.46433,11251968784213.697,2744639114653.946,-226425412890060.94,7475650137862.8125,29170973681091.402,-70380997981202.05,0.0,1.0,0.0
-3329596213101.097,-149284065509541.53,-5814775814660.91,91008237439656.67,-144889781862900.12,-808602880262023.4,-22072586514080.445,163192347263459.34,2744639114653.946,-240081211369084.06,-13606986110453.568,-10015230650018.396,-76917198993709.16,0.0,1.0,0.0
-9262210086294.393,-266399896533027.88,-28666089600587.72,-14989391883405.793,-71255574377971.6,57335399760736.38,879587737156.2212,38877492144076.57,34331649615198.074,-322016002243222.7,-17120758818506.303,21333732814869.445,-129206807093766.0,0.0,1.0,0.0
-16499999011590.227,-251123918573442.7,22413317685601.652,15295645066040.627,-52847022506739.45,393107385892010.9,73014992526757.16,-99250124655237.72,63110925849027.17,-328843901482734.25,448104721757.34595,33873318200824.57,-19873990157283.492,0.0,1.0,0.0
-18279783173548.2,357369203483366.8,-36731259172091.29,153126591317.41702,66808564656269.44,781896001412433.5,45144495221684.08,-168313933054894.8,139621684617011.8,-294704405285176.5,-36446508712796.32,10361595602158.705,-54931795588003.43,0.0,1.0,0.0
-5702641762378.428,23843684699090.48,-13207847921872.52,45580682015487.05,-108072678120435.86,225221392826373.44,19733159443529.19,-140688409695031.94,-26034637119175.133,-417606591596384.5,-10093213402400.836,8794147428914.3,-125344506495466.34,0.0,1.0,0.0
-14720214849632.234,87493592864028.72,37199461900024.875,15295645066040.627,29991460913805.164,-481666999028940.5,59867228183.46433,328945487422636.44,-37967507752714.016,-171802218973968.5,47884036280469.21,-5835368854700.015,-41562293516966.164,0.0,1.0,0.0
-18873044560867.535,-406429694495892.0,8971368399762.338,45580682015487.05,-108072678120435.86,163368658539033.6,-1579573789762.013,80315777183870.8,-10592098652242.455,-270123968022934.88,25044513678126.48,-15762540618581.16,-92960601478953.86,0.0,1.0,0.0
-10923341970788.521,-240939933267052.62,8971368399762.338,91008237439656.67,-144889781862900.12,234057497724565.06,21372600461474.67,94128538863802.23,-38669441319392.77,-294704405285176.5,-4822554340321.734,30215939129920.996,-107518503734083.33,0.0,1.0,0.0
-23381831104494.45,-210387977347882.25,-11191555528996.607,60723200490210.26,-135685505927284.08,145696448742650.72,11535954353801.807,218443393983185.06,29418114648446.75,-431262390075407.6,132214581273734.73,13496491948647.492,-100982302721576.22,0.0,1.0,0.0
-14008301184849.033,-220571962654272.38,-25305602279127.887,39523674625597.78,-126481229991668.0,-278436586370537.72,-35188114657644.24,-85437362975306.28,-4274696552133.6265,-424434490835896.0,-1308781632269.0208,37530697271728.164,-74837498671547.8,0.0,1.0,0.0
-6889164537017.083,-184928014081906.94,-11863652993288.588,91008237439656.67,76012840591885.5,-260764376574154.84,4978190282019.896,-30186316255580.53,1340771981296.4438,-409413112508970.6,18016968262021.01,18198836468380.66,-119402505575005.34,0.0,1.0,0.0
-2736334825781.7803,278443317358843.4,-25977699743419.855,-105844502731745.05,-181706885605364.4,-587700257807237.8,-63878332471690.08,94128538863802.23,-53410046219646.7,-226425412890060.94,-45230940482928.15,-25689712382462.31,-111380804332382.98,0.0,1.0,0.0
-11872560190499.45,278443317358843.4,-24633504814835.92,-14989391883405.793,-117276954056051.94,-260764376574154.84,-31909232621753.31,11251968784213.697,19591044714944.156,-515928340645350.8,-4822554340321.734,22901180988113.83,-54337595495957.33,0.0,1.0,0.0
-18398435451012.082,16205695719297.83,3594588685426.6113,15295645066040.627,-34438470635507.316,534485064263073.4,62358625910111.57,-57811839615443.41,16783310448229.121,-246909110608595.6,-27662076942664.484,40665593618216.95,-36214492688551.26,0.0,1.0,0.0
-17093260398909.543,-72904175711615.72,58034483293075.8,272718459136335.2,177259875883662.25,781896001412433.5,250074622464868.56,149379585583527.9,19591044714944.156,128625347564539.97,-4822554340321.734,56340075350660.86,-83750500052239.31,0.0,1.0,0.0
-6889164537017.083,533042950018596.2,24429610078477.535,212148385237442.34,20787184978189.094,-84042278610326.17,8257072317910.852,94128538863802.23,8360107648084.016,-406681952813166.0,-6579440694348.102,26558560059017.426,-113460504654544.34,0.0,1.0,0.0
585928943206.4788,881844446762457.8,-15896237779040.383,60723200490210.26,-126481229991668.0,287074127113713.6,50882538784493.23,-85437362975306.28,29418114648446.75,-335671800722245.8,-39960281420849.05,25513594610187.83,-109004003964198.58,0.0,1.0,0.0
-13415039797529.717,502490994099425.8,1578296292550.7288,45580682015487.05,-163298333734132.28,499140644670307.7,82031918125457.27,-209752218094689.1,92592135649535.02,-308360203764199.6,-36446508712796.32,53727661728586.88,-109004003964198.58,0.0,1.0,0.0
-11041994248252.385,-44898216119042.81,-13207847921872.52,45580682015487.05,-135685505927284.08,269401917317330.78,50882538784493.23,11251968784213.697,-16909500752351.27,-313822523155808.9,-17120758818506.303,34918283649654.164,-109598204056244.69,0.0,1.0,0.0
-6770512259553.22,-205295984694687.2,-5142678350368.93,60723200490210.26,-126481229991668.0,393107385892010.9,91868564233130.12,38877492144076.57,12571709048156.568,-152684101103336.12,-46987826836954.516,11929043775403.086,-117322805252843.98,0.0,1.0,0.0
-14364258017240.645,-52536205098835.46,27790097399937.35,272718459136335.2,-71255574377971.6,-145895012897666.4,17273997916610.996,301319964062773.56,11869775481477.81,-281048606806153.38,2204991075783.713,-8970265201188.8,-83453400006216.25,0.0,1.0,0.0
-7482425924336.421,-179836021428711.94,-4470580886076.979,151578311338549.5,-108072678120435.86,-66370068813943.3,34488128605038.49,52690253824008.0,21696845414980.418,-401219633421556.75,-11850099756427.201,8794147428914.3,-120293805713074.5,0.0,1.0,0.0
-11397951080643.996,499944997772828.4,906198828258.7482,75865718964933.47,-181706885605364.4,-172403327592240.5,-22892307023053.184,80315777183870.8,-16909500752351.27,-335671800722245.8,-29418963296690.85,-2177989783796.442,-49583994759588.52,0.0,1.0,0.0
-1668464328606.9888,-251123918573442.7,-3126385957493.047,-45274428832852.21,204872703690510.47,-693733516585534.8,-63878332471690.08,-209752218094689.1,-45688776986180.37,-130834823536899.19,-34689622358769.95,-69055778508890.484,-34728992458436.008,0.0,0.0,1.0
-1431159773679.2407,166419478988552.12,2250393756842.6797,15295645066040.627,39195736849421.234,-879291719447554.6,-66337493998608.3,-168313933054894.8,-53410046219646.7,46690556690401.35,-38203395066822.68,-62263503091498.125,-64438997060741.04,0.0,0.0,1.0
-2261725715926.3057,-6708271220079.896,2250393756842.6797,136435792863826.3,-16029918764275.18,-1011833292920426.1,-76993860615253.88,-126875648015100.5,-53410046219646.7,87657952127470.66,-52258485899033.6,-65398399437986.91,-55525995680049.53,0.0,0.0,1.0
-3566900768028.8447,308995273278013.7,-437996100325.1835,60723200490210.26,57604288720653.37,-525847523519897.6,-67976935016553.77,-265003264814414.75,-52708112652967.945,-7932637225691.143,-31175849650717.215,-69055778508890.484,-43641993839127.516,0.0,0.0,1.0
-5821294039842.291,-279129878166015.53,-7831068207536.792,-60416947307575.42,-135685505927284.08,-260764376574154.84,-118799606572863.52,328945487422636.44,-23928836419138.855,53518455929912.88,-36446508712796.32,-57561158571764.945,-28786991537975.004,0.0,0.0,1.0
-4753423542667.5,31481673678883.02,-11191555528996.607,-30131910358129.004,-52847022506739.45,-596536362705428.9,-112241842501081.61,370383772462430.7,-45688776986180.37,278839130833794.16,-39960281420849.05,-53903779500861.37,-15417489466937.738,0.0,0.0,1.0
-8906253253902.803,606876843489924.6,11659758256930.201,45580682015487.05,-98868402184819.8,-808602880262023.4,-127816532171563.64,232256155663116.5,-55515846919682.97,-164974319734456.9,-36446508712796.32,-70100743957720.086,-7989988316361.481,0.0,0.0,1.0
-5583989484914.564,808010553291129.4,18380732899849.86,166720829813272.72,-34438470635507.316,-446322579436174.75,-117160165554918.05,370383772462430.7,-34457839919320.223,-7932637225691.143,-24148304234611.77,-48156469532298.6,-68895497751086.79,0.0,0.0,1.0
5806629151616.572,319179258584403.8,-11863652993288.588,153126591317.41702,-108072678120435.86,-596536362705428.9,-126996811662590.9,301319964062773.56,-49900378386252.91,87657952127470.66,-25905190588638.117,-41364194114906.23,-49583994759588.52,0.0,0.0,1.0
-1905768883534.7153,158781490008759.47,16364440506973.947,136435792863826.3,11582909042573.025,21990980167970.645,-117160165554918.05,232256155663116.5,-54813913353004.21,-18857276008909.64,-11850099756427.201,-24122264209217.926,-46612994299358.02,0.0,0.0,1.0
-837898386359.924,120591545109796.56,22413317685601.652,45580682015487.05,-34438470635507.316,-667225201890960.4,-125357370644645.42,232256155663116.5,-59025514753076.766,-62555831141783.63,-32932736004743.582,-15762540618581.16,-43641993839127.516,0.0,0.0,1.0
4264149544586.3066,56941636944858.336,-1110093564617.1343,15295645066040.627,-98868402184819.8,-790930670465640.5,-125357370644645.42,11251968784213.697,-66746783986543.1,74002153648447.47,-45230940482928.15,-7402817027944.396,9836014445021.537,0.0,0.0,1.0
6162585984008.163,212247412867307.6,23757512614185.586,121293274389103.1,-25234194699891.25,-658389096992769.0,-123717929626699.95,190817870623322.22,-73064186086651.92,-96695327339341.4,-11850099756427.201,-28824608728951.094,-67409997520971.54,0.0,0.0,1.0
7349108758646.817,665434759001667.9,-1110093564617.1343,15295645066040.627,-71255574377971.6,-260764376574154.84,-100765755375463.28,149379585583527.9,-40073308452750.3,-89867428099829.77,-8336327048374.468,-29347091453365.902,-58496996140280.03,0.0,0.0,1.0
-8906253253902.803,393013152055732.1,-11191555528996.607,-30131910358129.004,112829944334349.78,-808602880262023.4,-102405196393408.77,-99250124655237.72,-31650105652605.203,430418493950950.8,-54015372253059.96,-31959505075439.88,32118517896750.31,0.0,0.0,1.0
1891103995308.9968,314087265931208.75,-14552042850456.451,45580682015487.05,20787184978189.094,-702569621483726.1,-121258768099781.73,94128538863802.23,-20419168585745.062,-144490622015922.25,-62799804023191.8,-48678952256713.4,24691016746174.05,0.0,0.0,1.0
10434067972707.35,688348725941045.6,-9175263136120.725,15295645066040.627,-181706885605364.4,-1162047076189680.2,-138472898788209.23,52690253824008.0,-63939049719828.07,-21588435704714.207,-66313576731244.53,-66965847611231.3,-98605502353391.83,0.0,0.0,1.0
-1549812051143.1252,578870883897351.9,7627173471178.406,60723200490210.26,-126481229991668.0,-525847523519897.6,-113061563010054.36,149379585583527.9,-51304245519610.43,353946022468421.4,-73341122147349.98,-39274263217247.04,-36214492688551.26,0.0,0.0,1.0
3789540434730.853,230069387153490.38,906198828258.7482,60723200490210.26,-71255574377971.6,-322617110861494.9,-104044637411354.23,121754062223665.11,-23928836419138.855,459095670756899.25,-71584235793323.61,-51813848603202.17,-28786991537975.004,0.0,0.0,1.0
941885775598.0688,398105144708927.2,-437996100325.1835,60723200490210.26,122034220269965.84,-782094565567449.0,-52402245346071.76,-30186316255580.53,-31650105652605.203,592922495851325.8,-68070463085270.9,-66965847611231.3,-58496996140280.03,0.0,0.0,1.0
5925281429080.437,199517431234319.97,17036537971265.928,136435792863826.3,214076979626126.53,-790930670465640.5,-37647276184562.46,-195939456414757.66,-23928836419138.855,483676108019140.8,-64556690377218.164,-68533295784475.69,-73351998441432.55,0.0,0.0,1.0
-2499030270854.053,84947596537431.12,7627173471178.406,75865718964933.47,112829944334349.78,-720241831280109.0,-54861406872989.95,-168313933054894.8,-23226902852460.098,784103674557649.4,-83882440271508.19,-59651089469424.14,-79293999361893.55,0.0,0.0,1.0
1297842607989.659,-111094120610578.62,25773805007061.47,181863348287995.94,149647048076814.06,-84042278610326.17,-61419170944771.87,-140688409695031.94,-2168895852097.35,278839130833794.16,-61042917669165.43,-66965847611231.3,-95634501893161.31,0.0,0.0,1.0
2721669937556.0615,245345365113075.44,-5814775814660.91,-30131910358129.004,-16029918764275.18,-437486474537983.3,-98306593848545.06,342758249102567.9,19591044714944.156,745867438816384.5,-69827349439297.24,-57561158571764.945,-21359490387398.746,0.0,0.0,1.0
-4990728097595.227,-266399896533027.88,-17912530171916.266,15295645066040.627,29991460913805.164,-720241831280109.0,-118799606572863.52,232256155663116.5,-13399832918957.49,347118123228909.7,-66313576731244.53,-55471227674105.76,-31757991998205.504,0.0,0.0,1.0
2009756272772.8604,726538670840008.6,-3126385957493.047,75865718964933.47,-62051298442355.52,-490503103927131.94,-114701004027999.84,342758249102567.9,-2870829418776.109,388085518665979.1,-62799804023191.8,-59128606745009.34,-6504488086246.2295,0.0,0.0,1.0
9959458862851.875,454117063894072.9,906198828258.7482,153126591317.41702,-98868402184819.8,-437486474537983.3,-98306593848545.06,163192347263459.34,-2168895852097.35,539664881783135.56,-68070463085270.9,-50768883154372.586,-79293999361893.55,0.0,0.0,1.0
-6533207704625.492,176603464294942.16,18380732899849.86,227290903712165.56,-25234194699891.25,-349125425556069.2,-118799606572863.52,370383772462430.7,-31650105652605.203,333462324749886.6,-50501599545007.234,-46066538634639.41,39546019047326.57,0.0,0.0,1.0
15892072736045.17,-167106039795724.28,22413317685601.652,166720829813272.72,-16029918764275.18,446124015281159.06,-58960009417853.65,232256155663116.5,77851530749281.1,1084531241096157.8,-68070463085270.9,-34049435973099.07,-25815991077744.5,0.0,0.0,1.0
5687976874152.709,-169652036122321.8,18380732899849.86,91008237439656.67,-98868402184819.8,269401917317330.78,-76174140106281.14,218443393983185.06,49072254515451.99,913833760108368.9,-68070463085270.9,-43454125012565.42,-37699992918666.51,0.0,0.0,1.0
-7601078201800.284,380283170422744.56,906198828258.7482,45580682015487.05,-108072678120435.86,4318770371587.777,-90929109267790.44,190817870623322.22,-38669441319392.77,353946022468421.4,-69827349439297.24,-53903779500861.37,-67409997520971.54,0.0,0.0,1.0
8179674700893.883,235161379806685.3,11659758256930.201,15295645066040.627,66808564656269.44,-410978159843409.0,-120439047590809.0,190817870623322.22,-55515846919682.97,112238389389712.22,448104721757.34595,-41364194114906.23,-19873990157283.492,0.0,0.0,1.0
-1787116606070.852,237707376133282.9,14348148114098.064,75865718964933.47,57604288720653.37,-570028048010854.9,-117160165554918.05,328945487422636.44,-44284909852822.84,71270993952642.9,-15363872464479.936,-26212195106877.117,-52554995219819.02,0.0,0.0,1.0
-481941553968.31274,283535310012038.44,-1110093564617.1343,-30131910358129.004,57604288720653.37,-799766775363831.9,-108962960465190.67,52690253824008.0,-45688776986180.37,30303598515573.6,-48744713190980.87,-45021573185809.81,-21359490387398.746,0.0,0.0,1.0
9247545198068.674,107861563476808.84,-4470580886076.979,75865718964933.47,-89664126249203.73,-835111194956597.5,-110602401483136.12,66503015503939.36,-39371374886071.53,617502933113567.4,-45230940482928.15,-48678952256713.4,-39185493148781.766,0.0,0.0,1.0
8654283810749.357,515220975732413.7,-7158970743244.842,91008237439656.67,-108072678120435.86,-896963929243937.5,-127816532171563.64,218443393983185.06,-30948172085926.445,213291298134483.28,-31175849650717.215,-45021573185809.81,-67409997520971.54,0.0,0.0,1.0
5332020041761.098,347185218176976.7,15692343042681.996,106150755914379.89,103625668398733.72,-525847523519897.6,-90929109267790.44,94128538863802.23,-9188231518884.938,767716716382821.5,-18877645172532.668,-54948744949690.96,-15417489466937.738,0.0,0.0,1.0
-2143073438462.4421,263167339399258.22,-4470580886076.979,153126591317.41702,-108072678120435.86,-720241831280109.0,-112241842501081.61,52690253824008.0,-43582976286144.086,710362362770924.5,-41717167774875.414,-45021573185809.81,-18388489927168.242,0.0,0.0,1.0
6874499648791.364,62033629598053.4,21741220221309.67,151578311338549.5,48400012785037.3,-658389096992769.0,-97486873339572.34,38877492144076.57,-3572762985454.8677,491869587106554.75,-38203395066822.68,-42409159563735.83,923013064330.0281,0.0,0.0,1.0
4738758654441.781,576324887570754.2,33166877114273.08,166720829813272.72,112829944334349.78,-278436586370537.72,-87650227231899.48,-126875648015100.5,-33755906352641.465,470020309540117.75,-50501599545007.234,-36139366870758.266,-34728992458436.008,0.0,0.0,1.0
-9499514641222.14,176603464294942.16,-3126385957493.047,-14989391883405.793,-34438470635507.316,-923472243938511.8,-126177091153618.17,52690253824008.0,-60429381886434.28,60346355169424.414,-52258485899033.6,-40841711390491.43,-70380997981202.05,0.0,0.0,1.0
-2736334825781.7803,13659699392700.355,-5814775814660.91,153126591317.41702,-126481229991668.0,-799766775363831.9,-124537650135672.69,163192347263459.34,-66746783986543.1,661201351688456.4,-68070463085270.9,-51291365878787.38,-82264999822124.06,0.0,0.0,1.0
13756331741695.588,44211655311870.62,7627173471178.406,15295645066040.627,-80459850313587.66,-543519733316280.5,-108962960465190.67,107941300543733.67,-24630769985817.617,633889891288395.0,-59286031315139.06,-47111504083469.01,-25815991077744.5,0.0,0.0,1.0
8416979255821.63,843654501863495.0,5610881078302.523,30438163540763.836,-43642746571123.38,-543519733316280.5,-116340445045945.33,218443393983185.06,-37265574186035.26,360773921707932.9,-55772258607086.33,-45544055910224.61,-2047987395900.4749,0.0,0.0,1.0
4738758654441.781,400651141035524.8,7627173471178.406,106150755914379.89,20787184978189.094,-437486474537983.3,-104864357920326.98,94128538863802.23,-12697899352278.732,306150727791840.4,-45230940482928.15,-54948744949690.96,923013064330.0281,0.0,0.0,1.0
3196279047411.515,494853005119633.44,-7158970743244.842,15295645066040.627,186464151819278.34,-623044677400003.2,-109782680974163.4,94128538863802.23,-16909500752351.27,702168883683510.5,-64556690377218.164,-54948744949690.96,26176516976289.305,0.0,0.0,1.0
2009756272772.8604,64579625924650.875,234101363966.79724,15295645066040.627,186464151819278.34,-570028048010854.9,-110602401483136.12,232256155663116.5,-9188231518884.938,579266697372302.8,-62799804023191.8,-51813848603202.17,27662017206404.555,0.0,0.0,1.0
13400374909303.998,449025071240877.75,25101707542769.516,151578311338549.5,-34438470635507.316,-216583852083197.88,-104044637411354.23,273694440702910.8,-16909500752351.27,565610898893279.4,-61042917669165.43,-52858814052031.766,-55525995680049.53,0.0,0.0,1.0
